   ,ID,COMPANYCODE,CHINESENAME,LASTCHINESENAME,TRADITIONALCHINESENAME,LASTTRADITIONALCHINESENAME,ENGLISHNAME,LASTENGLISHNAME,BUSINESSLICENSE,COMPANYREGISTRATIONTYPES,CHINESEADDRESS,TRADITIONALADDRESS,ENGLISHADDRESS,LEGAL,DATEESTABLISHMENT,BUSINESSSCOPE,BUSINESSSTARTDATE,BUSINESSENDDATE,AUTHORISEDSHARECAPITAL,CURRENCY,COMPANYTYPE,HELD,BUSINESSCONDITIONS,GENERATIONMANAGEMENT,AUTHORISEDSHARECAPITALNUMBER,MDM_CODE,UPDATECREATEDATE
1,8ab4ff98325219210132521b17ce01a5,WINJACKHNG,,,,競績服務有限公司,Win Jack Hong Development Limited,Win Jack Service Limited,,香港,,,"2/F., Yuen Fat Building; 89 Yen Chow Street West, West Kowloon Reclamation; Hong Kong",,1987/9/15,<CLOB>,,,,,私营股份公司,,辞职服务,,1000000,,2001/9/28
2,4028807b3203cb3b0132041ff93d0318,CRSB_0077,华润雪花啤酒（甘肃）有限公司,,華潤雪花啤酒（甘肅）有限公司,,,,620100400000209（1－1）,中国,兰州安宁区安宁西路498号安宁区政府招待所三楼,,,王群;王群;Wang Qun,2007/2/2,<CLOB>,2007/2/2,2057/2/1,31000000,美元,有限责任公司,全资子公司,经营中[营运],,,,
3,4028807b320044f401320090582d0177,VAN_0129,苏果超市定远有限公司,,蘇果超市定遠有限公司,,,,3.41125E+14,中国,滁州市定远县定城镇曲阳路商业步行街1号综合楼一、二层,,,马嘉樑;馬嘉樑;,2008/12/17,<CLOB>,,,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,2012/5/22
4,8ab4ffdd3246d737013246f007030125,,明励有限公司,,明勵有限公司,,DRIVELIGHT LIMITED,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town; Tortola; British Virgin Islands",,2009/4/3,<CLOB>,,,,,私营公司,,辞职服务,,50000,,
5,8ab4ff983252192101325219ebcc0012,BUILDING,,,,,CRE Building (BVI) Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,2002/6/18,<CLOB>,,,,,私营公司,,标记为删除,,50000,,2002/6/21
6,8ab4ff983252192101325219ec840013,CRR_0003,中艺服装有限公司,,中藝服裝有限公司,,CAC Garment Limited,,,香港,,,39/F China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China,,1994/8/9,<CLOB>,,,,,私营股份公司,全资子公司,经营中[营运],,12000000,,2011/2/16
7,8ab4ff983252192101325219e03e0003,VAN_0001,致力投资有限公司,,致力投資有限公司,,Aiming Investments Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,2004/11/16,<CLOB>,,,,,私营公司,全资子公司,经营中[营运],,50000,,2006/2/13
8,4028807b320044f401320067f271008b,CRSB_0040,华润雪花啤酒（常州）有限公司,常州华润啤酒有限公司,華潤雪花啤酒（常州）有限公司,,,China Resources Snow Brewery (Changzhou) Company Limited,3.204E+14,中国,常州国家高新技术产业开发区乐山路,,,王群;王群;Wang Qun,2005/5/27,<CLOB>,2005/5/27,2055/5/26,27841640,美元,有限责任公司,非全资子公司,经营中[营运],,,,2012/6/6
9,8ab4ff983252192101325219e3280007,AMBER-MARI,,,,,Amber Maritime (Pte) Ltd,,,新加坡,,,9 Battery Road #18-08; Straits Trading Building; Singapore 0104; Singapore,,1995/8/31,<CLOB>,,,,,私营公司,,辞职服务,,500000,,2001/10/8
10,4028807b3203cb3b0132041647090289,VAN_0123,苏果超市（铜陵）有限公司,,蘇果超市（銅陵）有限公司,,,,3.407E+12,中国,铜陵市淮河路与长江路交叉口,,,马嘉樑;馬嘉樑;,2006/12/27,<CLOB>,,,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,
11,4028807b320044f40132010c6a2404a3,VAN_0128,苏果超市（盐城）有限公司,,蘇果超市（鹽城）有限公司,,,,3.209E+12,中国,盐城市解放南路108号,,,马嘉樑;馬嘉樑;,2005/9/21,<CLOB>,2005/9/21,2035/9/20,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,
12,8ab4ff983252192101325219e89a000e,BOULDER,,,,,Boulder International Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,1997/10/22,<CLOB>,,,,,私营公司,,已删除,,50000,,2001/11/12
13,8ab4ffdd3246d737013246efaa200063,,,,,,GUARDWISE INVESTMENTS LIMITED,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town; Tortola; British Virgin Islands",,2005/1/7,<CLOB>,,,,,私营公司,,经营中[营运],,50000,,
14,8ab4fdca31feadf00132001a3d4407fe,VAN_0150,华润万家生活超市（杭州）有限公司,,華潤萬家生活超市（杭州）有限公司,,,,330100400036910（1/1）,中国,浙江省杭州市拱墅区文一路20号办公1,,,蔡立斌;蔡立斌;,2010/11/4,<CLOB>,2010/11/4,2040/11/3,1000,,有限责任公司,全资子公司,经营中[营运],,,,2012/5/21
15,8ab4ff98325219210132521aa26a0104,MILLSUCC,万成资源有限公司,,萬成資源有限公司,,Million Success Resources Limited,,,香港,,,"43/F, Enterprise Square Three, 39 Wang Chiu Road, Kowloon Bay, Kowloon, Hong Kong; People's Republic of China",,2007/12/4,<CLOB>,,,,,私营股份公司,,辞职服务,,10000,,2011/4/21
16,8ab4ff98325219210132521ac45d0135,PETRUS,,,,,Petrus Developments Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,1999/12/22,<CLOB>,,,,,私营公司,,辞职服务,,50000,,2001/11/19
17,8ab4ff98325219210132521aabc60111,VAN_0024,创新实业有限公司,,創新實業有限公司,,New Discover Enterprises Limited,New Discover Enterprises Limited,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,2004/3/23,<CLOB>,,,,,私营公司,全资子公司,经营中[营运],,50000,,2011/6/17
18,8ab4ff98325219210132521ac910013c,PRIZE-SHIP,贝斯船务贸易有限公司,,貝斯船務貿易有限公司,,Prize Shipping & Trading Company Limited,Prize Shipping & Trading Company Limited,,香港,,,"19/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,1985/12/20,<CLOB>,,,,,私营股份公司,,辞职服务,,200000,,2001/10/8
19,4028807b32044095013205188e720417,CRSB_0075,华润雪花啤酒（湖南）有限公司,,華潤雪花啤酒（湖南）有限公司,,,"China Resources Snow Breweries (Hunan) Co., Ltd.",4.306E+14,中国,湖南省华容县城关镇李家湖,,,王群;王群;Wang Qun,2007/6/29,<CLOB>,2007/6/29,2057/6/28,41158000,人民币,有限责任公司,全资子公司,经营中[营运],,,,2012/6/6
20,4028807b32954b1a013299de9a640273,VAN_0072,珠海市杰启经贸有限公司,,珠海市傑啟經貿有限公司,,,,4.404E+14,中国,珠海市拱北迎宾南路1019号1号铺,,,白九红;白九紅;,2007/8/20,<CLOB>,2007/8/20,,1000000,人民币,有限责任公司,全资子公司,经营中[营运],,,,
21,4028807b3203cb3b013203fcbe480169,VAN_0116,苏果超市（无为）有限公司,,蘇果超市（無為）有限公司,,,,3.41422E+14,中国,安徽省无为县县城铁山路北侧农文化广场东,,,马嘉樑;馬嘉樑;,2007/12/26,<CLOB>,2007/12/26,,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,
22,4028807b320914fc01320b2da0900d6f,CRNF_0083,衢州市联合巨北养殖有限公司,,衢州市聯合巨北養殖有限公司,,,,3.30821E+12,中国,衢州市衢江区云溪乡棠陵邵村,,,钱娅;錢婭;,2005/5/26,<CLOB>,2005/5/26,2010/5/26,4800000,,有限责任公司,非全资子公司,经营中[营运],,,,
23,4028807b331623380133163690a20043,,德勤华永会计师事务所有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
24,8ab4ff983252192101325219ea530010,BRADFORD,,,,,Bradford Properties Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,1997/6/11,<CLOB>,,,,,私营公司,,已删除,,50000,,2001/8/13
25,8ab4ff98325219210132521aa1900103,CREP_0029,美胜发展有限公司,,美勝發展有限公司,,Million Success Development Limited,,,香港,,,39/F China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China,,2005/7/27,<CLOB>,,,,,私营股份公司,,经营中[营运],,10000,,2011/8/9
26,8ab4ff98325219210132521a11570044,CRR_0010,华润堂有限公司,,華潤堂有限公司,華 潤 堂 有 限 公 司,CR Care Company Limited,CRC Medichall Limited,,香港,,,39/F China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China,,1999/12/29,<CLOB>,,,,,私营股份公司,全资子公司,经营中[营运],,50000,,2012/5/22
27,8ab4fdca31feadf00131fff334fd0761,VAN_0010,华润万家（苏州）超市有限公司,,華潤萬家（蘇州）超市有限公司,,"China Resources Vanguard (Suzhou) Supermarket Co., Ltd. ","China Resources Supermarket (Suzhou) Co., Ltd.",3.20594E+14,中国,苏州工业园区苏春西路158好邻里中心新城大厦,,,蔡立斌;蔡立斌;,1995/10/6,<CLOB>,1995/10/6,2025/10/5,12096140,美元,有限责任公司,全资子公司,经营中[营运],,,,
28,4028807b32faf00c0132fbfcb88c0735,,黑龙江力拓会计师事务所有限公司,,黑龍江力拓會計師事務所有限公司,,,,,,,,,,,<CLOB>,,,,,,,,,,,
29,4028807b32faf00c0132fc53f2c50e15,,江西华泰会计师事务所有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
30,4028807b32e7440f0132e758a02b0225,,德清县食用油脂厂,,德清縣食用油脂廠,,,,,,,,,,,<CLOB>,,,,,,,,,,,
31,8ab4ff98325219210132521a67c900b6,CRR_0029,,,,,Fu On Holdings Limited,,,英属处女岛,,,,,2003/1/23,<CLOB>,,,,,私营公司,非全资子公司,经营中[营运],,50000,,2011/1/11
32,8ab4ff98325219210132521a870e00df,INNOFOCUS,,,,,Innofocus Enterprises Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,2001/3/28,<CLOB>,,,,,私营公司,,失去客户联系,,50000,,2001/11/24
33,8ab4ff98325219210132521a44420087,CRTRANSPOR,华润运输仓储有限公司,,華潤運輸倉儲有限公司,,China Resources Transportation & Godown Company Limited,,,香港,,,"44/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,1984/2/28,<CLOB>,,,,,私营股份公司,,经营中[营运],,40000000,,
34,8ab4ff98325219210132521a41380083,CRTEXMATER,华润纺织原料有限公司,,華潤紡織原料有限公司,,China Resources Textile Materials Company Limited,,,香港,,,"44/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,1985/8/16,<CLOB>,,,,,私营股份公司,,经营中[营运],,5000000,,
35,4028807b328be72101328f40d5b4076f,CRNF_0085,,,,,"Frigorificos Bancif,Sociedad Limitada",,,西班牙,,,"Frigorificos Bancif, Sociedad Limitada",,2007/10/19,<CLOB>,,,,,私营公司,非全资子公司,经营中[营运],,4500000,,2012/6/11
36,8ab4ff98325219210132521a9aed00fa,CRNF_0029,香港文联运输有限公司,,香港文聯運輸有限公司,,Man Luen Hong Motor Company Limited,,,香港,,,Ground Floor; No. 40 Jockey Club Road; Sheung Shui; New Territories; Hong Kong; People's Republic of China,,1989/1/13,<CLOB>,,,,,私营股份公司,非全资子公司,经营中[营运],,4000000,,2011/10/20
37,4028807b3203cb3b013204037f7f018e,VAN_0074,绍兴市华谊大厦有限公司,,紹興市華誼大廈有限公司,,,,3.306E+14,中国,绍兴市越城区解放北路588号,,,蔡立斌;蔡立斌;,2000/3/27,<CLOB>,2000/3/27,2020/11/5,12350000,,有限责任公司,全资子公司,经营中[营运],,,,
38,8ab4ff98325219210132521a7ef400d5,,,,,,Hillgreen Holdings Limited,,,英属处女岛,,,"P.O. Box 71, Craigmuir Chambers, Road Town, Tortola,; British Virgin Islands",,1993/5/14,<CLOB>,,,,,私营公司,,已删除,华创物业(香港)有限公司 華創物業(香港)有限公司 CRE Properties (Hong Kong) Limited,50000,,2011/2/21
39,8ab4ffdd3246d737013246f004a9011f,,畅明有限公司,,暢明有限公司,,BRIGHT CHARM LIMITED,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town; Tortola; British Virgin Islands",,2009/4/3,<CLOB>,,,,,私营公司,,辞职服务,,50000,,
40,4028807b3203cb3b0132042454f0036f,VAN_0088,苏果超市（大丰）有限公司,,蘇果超市（大豐）有限公司,,,,3.20982E+12,中国,大丰市区健康东路南侧（原淮南纱厂）,,,马嘉樑;馬嘉樑;,2007/10/10,<CLOB>,2007/10/10,,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,
41,4028807b320044f4013200727a6e00df,CRSB_0070,华润雪花啤酒（朝阳）有限公司,,華潤雪花啤酒（朝陽）有限公司,,,,2.113E+14,中国,辽宁省建平县叶柏寿街道办事处万寿路38号,,,王群;王群;Wang Qun,2009/1/5,<CLOB>,2009/1/5,2059/1/4,150000000,人民币,有限责任公司,非全资子公司,经营中[营运],,,,
42,4028807b3203cb3b013203eacc8f00bd,VAN_0119,苏果超市（兴化）有限公司,,蘇果超市（興化）有限公司,,,,3.21281E+12,中国,八字桥中央广场A区,,,马嘉樑;馬嘉樑;,2004/7/21,<CLOB>,2004/7/21,,2000000,,有限责任公司,非全资子公司,经营中[营运],,,,
43,8ab4ff98325219210132521aa68e010a,MULTILIGHT,倍有限公司,,倍有限公司,,Multi-Light Limited,,,香港,,,"14/F., East Town Building; 41 Lockhart Road; Wanchai; Hong Kong",,2000/6/23,<CLOB>,,,,,私营股份公司,,辞职服务,,10000,,2001/11/19
44,8ab4ffdd3246e3d3013246ec34980007,,,,,,Action Right (Nominees) Limited,,,,,,,,,<CLOB>,,,,,,,,,,,2008/5/29
45,8ab4ffdd3246e3d3013246ec36910008,,,,,,AMS Trustees Ltd.,,,,,,,,,<CLOB>,,,,,,,,,,,2007/12/10
46,8ab4ffdd3246e3d3013246ec36e20009,,,,,,Anjuno Investments Limited,,,,,,,,,<CLOB>,,,,,,,,,,,2009/4/29
47,8ab4ffdd3246e3d3013246ec3730000a,,,,,,Ansbacher (BVI) Limited,,,,,,,,,<CLOB>,,,,,,,,,,,2008/5/20
48,8ab4ffdd3246e3d3013246ec377e000b,,安陞顾问有限公司,,安陞顧問有限公司,,Anstar Consultants Limited,,,,,,,,,<CLOB>,,,,,,,,,,,2008/1/2
49,8ab4ffdd3246e3d3013246ec37f2000c,,,,,,"Appleby, Spurling & Kempe",,,,,,,,,<CLOB>,,,,,,,,,,,2011/4/1
50,8ab4ffdd3246d737013246eff9750106,,亮建有限公司,,亮建有限公司,,KEEN BRIGHT LIMITED,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town; Tortola; British Virgin Islands",,2009/3/20,<CLOB>,,,,,私营公司,,经营中[营运],,50000,,
51,8ab4ffdd3246d737013246ef7ae20007,,迦益投资有限公司,,迦益投資有限公司,,SMART WORTH INVESTMENTS LIMITED,,,香港,,,"44/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,2011/9/9,<CLOB>,,,,,私营股份公司,,经营中[营运],,10000,,
52,4028807b330133850133013d1d610066,,汇旺投资有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
53,4028807b330133850133013de3430069,,永盛隆 (兴记)猪栏有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
54,4028807b330133850133013e8a420071,,勇光有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
55,4028807b32faf00c0132fcff57a7180b,,仪征市吉庆烟花爆竹有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
56,4028807b32e7440f0132e7e29f3e0b4c,CRV_0008,北京华润思捷贸易有限公司,,北京華潤思捷貿易有限公司,,,,1.10105E+13,中国,北京市朝阳区左家庄1号国门大厦2B,北京市朝陽區左家莊1號國門大廈2B,,,1999/2/3,<CLOB>,,,500000,人民币,有限责任公司,全资子公司,经营中[营运],,,,2012/5/22
57,4028807b32faf00c0132fc57d27a0e8b,,江苏华星会计师事务所有限公司,,江蘇華星會計師事務所有限公司,,,,,,,,,,,<CLOB>,,,,,,,,,,,
58,4028807b32faf00c0132fc8c646f1347,,嘉兴酿造总公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
59,4028807b32faf00c0132fccea7a61640,,湖北省粮油食品进出口(集团)公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
60,4028807b32faf00c0132fcd7d6b916b3,,武汉市粮油食品进出口公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
61,4028807b32faf00c0132fcdeed5516f7,,美国国际基因有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
62,8ab4ffdd3246d737013246f0319f0181,,福达投资有限公司,,福達投資有限公司,,FORTUNE ACHIEVE INVESTMENTS LIMITED,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town; Tortola; British Virgin Islands",,2006/9/1,<CLOB>,,,,,私营公司,,辞职服务,,50000,,
63,8ab4ffdd3246d737013246eff41200f8,,南京华润东区燃气(香港)有限公司,,南京華潤東區燃氣(香港)有限公司,,Nanjing China Resources East District Gas (Hong Kong) Limited,,,香港,,,"44/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,2009/9/16,<CLOB>,,,,,私营股份公司,,经营中[营运],,10000,,
64,8ab4ffdd3246d737013246f01794014b,,华润燃气(香港)投资有限公司,,華潤燃氣(香港)投資有限公司,祺力控股有限公司,China Resources Gas (Hong Kong) Investment Limited,Kileen Holdings Limited,,香港,,,"Room 1901-5, 19/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong",,2008/1/22,<CLOB>,,,,,私营股份公司,,经营中[营运],,10000,,
65,4028807b3203b6b5013203c0c6eb0013,VAN_0136,青海华润万家生活超市有限公司,,青海華潤萬家生活超市有限公司,,,,630100100127889（1-1）,中国,青海省西宁市城西区胜利路81号,,,徐健;徐健;,2008/5/8,<CLOB>,2008/5/8,2012/5/8,5000000,,有限责任公司,全资子公司,经营中[营运],,,,
66,8ab4ffdd3246e3d3013246ec3eee001a,,,,,,Canway Secretarial Services Company Limited,,,,,,,,,<CLOB>,,,,,,,,,,,2009/6/25
67,4028807b32f5e4370132f6c20f100533,,山东鉴鑫会计师事务所有限公司,,山東鑒鑫會計師事務所有限公司,,,,,,,,,,,<CLOB>,,,,,,,,,,,
68,8ab4fff03246e7cf013246ede7d90003,,五芳斋集团股份有限公司,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
69,4028807b32faf00c0132fc14d3ff091a,,山西新田会计师事务所,,,,,,,,,,,,,<CLOB>,,,,,,,,,,,
70,4028807b32f5e4370132f611bbbb018d,,莫力达瓦天平联合会计师事务所,,莫力達瓦天平聯合會計師事務所,,,,,,,,,,,<CLOB>,,,,,,,,,,,
71,8ab4ff98325219210132521a485c008d,DEEPWEALTH,瑞丰贸易有限公司,,瑞豐貿易有限公司,,Deep-Wealth Trading Company Limited,Deep-Wealth Trading Company Limited,,香港,,,"Room 1101-1109, 11/F., China Resources Building; 26 Harbour Road, Wanchai; Hong Kong",,1982/6/4,<CLOB>,,,,,私营股份公司,,已撤销注册,,1000000,,2001/12/19
72,4028807b320914fc01320a27030d0550,CRNF_0071,深圳市中鹏实业有限公司,,深圳市中鵬實業有限公司,,,,4.40301E+14,中国,深圳市罗湖区翠竹路28号,,,洪楚涛;洪楚濤;,1983/3/16,<CLOB>,1983/3/16,2018/3/16,8800000,,有限责任公司,非全资子公司,经营中[营运],,,,2012/6/11
73,4028807b3222e0fd013223888e4d045d,BEV_0004,华润怡宝食品饮料（深圳）有限公司,,華潤怡寶食品飲料（深圳）有限公司,,"China Resources C’estbon Food & Beverage (Shenzhen) Co., Ltd.","China Resources C’estbon Food & Beverage (Shenzhen) Co., Ltd. ",4.40302E+14,中国,深圳市南山区第五工业区朗山路怡宝食品饮料园,,"No.22 Langshan Road, North of Shenzhen High-Tech Industrial Park, Shenzhen, P.R.C",刘洪基;劉洪基;Liu Hong Ji,1996/8/1,<CLOB>,1996/8/1,2046/8/1,12000000,人民币,有限责任公司,,经营中[营运],,,,2012/5/21
74,4028807b3222e0fd0132238a4c660484,LOG_0020,华润货运（上海）有限公司,,華潤貨運（上海）有限公司,,,,3.1E+14,中国,上海市虹口区高阳路246号206室,,,吴桉;吳桉;,2005/10/24,<CLOB>,2005/10/24,2025/10/23,5000000,人民币,有限责任公司,全资子公司,经营中[营运],,,,
75,8ab4ffdd3246e3d3013246ec342c0006,,,,,,Action Line (Nominees) Limited,,,,,,,,,<CLOB>,,,,,,,,,,,2008/5/29
76,4028807b320914fc01320b21557b0d08,CRSB_0085,华润雪花啤酒（铁岭）有限公司,,華潤雪花啤酒（鐵嶺）有限公司,,,,2.112E+14,中国,辽宁省铁岭市清河区张相镇,,,王群;王群;Wang Qun,2011/2/16,<CLOB>,2011/2/11,2061/2/10,100000000,人民币,有限责任公司,非全资子公司,经营中[营运],,,,
77,8ab4ff98325219210132521a6c0200bc,GENERALPER,金得旺有限公司,,金得旺有限公司,,General Perfect Limited,,,香港,,,"44/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,1989/5/16,<CLOB>,,,,,私营股份公司,,经营中[营运],,10000,,
78,8ab4ff98325219210132521a05530035,CRNF_0009,中港联合生猪有限公司,,中港聯合生豬有限公司,,Chung Kong Luen Livestock Company Limited,,,香港,,,39/F China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China,,1999/6/23,<CLOB>,,,,,私营股份公司,非全资子公司,经营中[营运],,60000000,,2011/3/8
79,4028807b320044f4013200f32c3703fd,VAN_0053,宁波华润万家有限公司,,寧波華潤萬家有限公司,,,,3.302E+12,中国,海曙区环城西路北段81号,,,蔡立斌;蔡立斌;,2006/6/2,<CLOB>,2006/6/2,2056/6/1,100000000,,有限责任公司,非全资子公司,经营中[营运],,,,
80,4028807b32e7440f0132e7b4780307c2,LOG_0019,华润物流（北京）有限公司,,華潤物流(北京)有限公司,,,,,中国,北京市通区马驹桥镇北京通州物流基地融商6楼1号楼191室,,,,2006/8/18,<CLOB>,2006/8/18,2056/8/17,90000000,港元,有限责任公司,全资子公司,经营中[营运],,,,
81,4028807b32faf00c0132fc0aec680834,,河南明泰会计师事务所,,河南明泰會計師事務所,,,,,,,,,,,<CLOB>,,,,,,,,,,,
82,4028807b32e30c660132e6d9e8ff04b2,,中国工艺品进出口公司上海分公司,,中國工藝品進出口公司上海分公司,,,,,,,,,,,<CLOB>,,,,,,,,,,,
83,4028807b3203cb3b0132042d7b0e039e,CRSB_0013,华润雪花啤酒（广安）有限责任公司,,華潤雪花啤酒（廣安）有限責任公司,,,"China Resources Snow Breweries (Guangan) Co., Ltd. ",5.1E+14,中国,四川省武胜县人民北路2号,,,王群;王群;Wang Qun,1998/12/2,<CLOB>,1998/12/2,2052/1/13,56574890.16,人民币,有限责任公司,全资子公司,经营中[营运],,,,2012/6/6
84,4028807b320044f401320088ea140156,CRSB_0009,华润雪花啤酒（滁州）有限公司,安徽圣力酿酒有限公司,華潤雪花啤酒（滁州）有限公司,,,"China Resources Snow Breweries (Chuzhou) Co., Ltd. ",3.411E+14,中国,滁州市南谯中路1585号,,,王群;王群;Wang Qun,2007/3/15,<CLOB>,2007/3/15,2057/3/14,72500000,人民币,有限责任公司,全资子公司,经营中[营运],,,,2012/6/6
85,4028807b320044f401320105aa5c0480,VAN_0141,宁夏华润万家生活超市有限公司,,寧夏華潤萬家生活超市有限公司,,,,6.4E+14,中国,银川市兴庆区宝湖东路与民族南街交汇处西北角,,,徐健;徐健;,2010/5/7,<CLOB>,2010/5/7,2030/5/6,10000000,,有限责任公司,全资子公司,经营中[营运],,,,
86,4028807b32044095013204a6d97500b1,VAN_0118,苏果超市（盱眙）有限公司,,蘇果超市（盱眙）有限公司,,,,3.2083E+12,中国,盱眙县五墩东路世豪大厦一、二、三层房屋,,,马嘉樑;馬嘉樑;,2007/11/8,<CLOB>,2007/11/8,,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,
87,4028807b32954b1a013299d63af4023d,CRR_1003,华远利奥纳多（深圳）贸易有限公司,,華遠利奧納多（深圳）貿易有限公司,,,,4.40302E+14,中国,深圳市罗湖区南湖路国贸商业大厦27楼H单元,,,黄俊强;黃俊強;Huang Junqiang,2008/8/15,<CLOB>,2008/8/15,2018/8/15,9000000,人民币,有限责任公司,全资子公司,经营中[营运],,,,2012/5/23
88,8ab4ff98325219210132521a896800e2,CRNF_0024,联能贸易有限公司,,聯能貿易有限公司,,Jointforce Trading Company Limited,,,香港,,,,,1985/9/20,<CLOB>,,,,,私营股份公司,投资公司,经营中[营运],,9600000,,2012/6/12
89,8ab4ff98325219210132521ab7940122,VAN_0025,爱民超级市场有限公司,,愛民超級市場有限公司,,Oi Man Supermarket Limited,,,香港,,,,,1979/2/23,<CLOB>,,,,,私营股份公司,全资子公司,经营中[营运],,25000000,,2011/11/15
90,8ab4ffdd3246e3d3013246ec3f3c001b,,,,,,CARD Corporate Services Ltd.,,,,,,,,,<CLOB>,,,,,,,,,,,2011/7/7
91,8ab4ff98325219210132521a53f5009b,FALCON,,,,,Falcon Strength Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town; Tortola; British Virgin Islands",,2000/1/6,<CLOB>,,,,,私营公司,,经营中[营运],,50000,,
92,8ab4ff98325219210132521a4d280094,VAN_0016,宜亮投资有限公司,,宜亮投資有限公司,,Easeshine Investments Limited,,,英属处女岛,,,"P.O. Box 957, Offshore Incorporations Centre; Road Town, Tortola; British Virgin Islands",,2004/11/5,<CLOB>,,,,,私营公司,全资子公司,经营中[营运],,50000,,2006/2/13
93,4028807b3203cb3b0132041238530240,VAN_0097,苏果超市（常州）有限公司,,蘇果超市（常州）有限公司,,,,3.20483E+12,中国,武进区湖塘镇花园路（湖塘消费品综合市场二楼—）,,,马嘉樑;馬嘉樑;,2005/8/18,<CLOB>,2005/8/18,2055/8/16,5000000,,有限责任公司,非全资子公司,经营中[营运],,,,
94,8ab4ffdd3246d737013246eff0f000f1,,华润燃气(集团)有限公司,,華潤燃氣(集團)有限公司,華潤燃氣投資(香港)有限公司,China Resources Gas (Holdings) Limited,China Resources Gas Investment (HK) Limited,,香港,,,"44/F, China Resources Building; 26 Harbour Road; Wanchai; Hong Kong; People's Republic of China",,2006/5/12,<CLOB>,,,,,私营股份公司,,经营中[营运],,1000000000,,
95,8ab4ffdd3246d737013246efa5da005a,,,,,,Sinocan Resources Limited,,,英属处女岛,,,"Pasea Estate, Road Town; Tortola; British Virgin Islands",,2007/9/24,<CLOB>,,,,,私营公司,,经营中[营运],,0,,
96,4028807b320044f40132006a6b1500b0,VAN_0046,吉林华润万家生活超市有限公司,,吉林華潤萬家生活超市有限公司,,,,2.20214E+12,中国,吉林高新区恒山西路118号,,,钟窍;鐘竅;,2005/11/28,<CLOB>,2005/11/28,2010/11/28,5000000,,有限责任公司,全资子公司,经营中[营运],,,,2012/5/21
97,4028807b320914fc01320a9ce41709dd,CRSB_0008,华润雪花啤酒（中国）投资有限公司,,華潤雪花啤酒（中國）投資有限公司,,,"China Resources Snow Breweries (China) Investment Co., Ltd. ",1E+14,中国,北京市建国门北大街八号华润大厦305室,,,陈朗;陳朗;Chen Lang,2002/8/30,<CLOB>,2002/8/30,2052/8/29,617673544.4,,有限责任公司,全资子公司,经营中[营运],,,,2012/6/6
